id,class4,p
1389,II,0.969339005617226
1390,nonevent,0.1411925830219502
1391,nonevent,0.3007607095047225
1392,nonevent,0.0460007110031285
1393,nonevent,0.3371869918948675
1394,nonevent,0.4677009736872949
1395,II,0.8502653253157336
1396,II,0.9510384770547916
1397,nonevent,0.0029703080187501
1398,nonevent,0.1685389314958836
1399,nonevent,0.1511126146604866
1400,II,0.8212886241649389
1401,nonevent,0.0293438203244103
1402,II,0.9684082808022674
1403,II,0.7285934645742378
1404,nonevent,0.2621206601012664
1405,nonevent,0.2339926851403116
1406,nonevent,0.1788542496911478
1407,II,0.5682080265848097
1408,nonevent,0.2740068194003295
1409,II,0.9838914991245924
1410,nonevent,0.2694189965760707
1411,nonevent,0.0558732767516654
1412,II,0.920131019229232
1413,nonevent,0.0583180057871501
1414,II,0.8358346178900653
